product_name,product_id,productNameId,product_url,category,review_id,rating,title,review_text,submission_time,author,is_staff,is_verified_buyer,badge,likes,incentivized_review_label,fit_feedback,height,weight,size_purchased,usual_size,total_comments,comments_json,lulu_response_author,lulu_response_text,lulu_response_time,photo_count,photo_ids,photo_urls,photo_thumbnails,photo_captions,complaint_theme,business_insight,matched_defect_code,matched_defect_desc,matched_defect_group_code,matched_defect_group,similarity_score,semantic_match_method,operation_related,confidence_score,scraped_at
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,240510053,3,Disappointing Quality This Time,"I've typically love for its quality and style. However, this time I was quite disappointed. When I received the jacket, I noticed it had many stains on it, which was really surprising given Lululemon's reputation for high standards. Additionally, the stitching on this particular jacket was subpar. It had loose threads and uneven seams, which made it feel less premium.",2025-03-06T19:08:14.000+00:00,matt,False,False,,1,,True to size,,,,10,0,[],,,,0,,,,,Stitching & Construction,Construction quality issue may undermine perceived craftsmanship.,,,SD,Construction,0.2893,sentence_transformer,True,0.2893,2026-05-28T07:52:53.602480+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,240563277,3,Define Jacket Nulu,Nothing wrong with sizing and jacket itself but the delivery was a nightmare will not be ordering online unless ship to store. The delivery service to my home was unacceptable. Love lululemon but hopefully they can do better with this option.,2025-03-09T13:42:24.000+00:00,Sharon,False,False,Incentivized review,0,,True to size,,,4,Medium,0,[],,,,0,,,,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,MD,Measurements,0.3069,sentence_transformer,True,0.3069,2026-05-28T07:52:53.602480+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,240639475,3,Worth the $$$,Out of all my lululemon pieces this has to be by far my favorite,2025-03-12T22:35:47.000+00:00,Lynn,False,False,Incentivized review,0,Received free product or lululemon affiliate,,,,,,0,[],,,,0,,,,,Pricing & Value,Customer does not believe the product justifies its premium price.,,,ED,Embellishment,0.2315,sentence_transformer,True,0.2315,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,240729466,3,Too expensive to be falling apart.,"Im giving this 3 stars only because it is sooo cute, extremely soft and comfortable and it truly fits really well. However, I only got to wear it ONE time to the gym before it was noticeably damaged. Isnt wearing it to the gym how its intended to be worn? I would get this again but I will never work out in it again. Stick to just walking or running in it. The stitches and inseams seem to be easily messed up as well.",2025-03-17T15:51:45.000+00:00,Mylanni J,False,False,Incentivized review,3,,True to size,,,10,10,0,[],Guest Education Centre (GEC),"This isn't the experience we want to provide—if you have a store nearby, you’re welcome to stop by and chat with your local team about a possible resolution on the spot. Otherwise, for more information on our Quality Promise Return, check out 'Our Quality Promise' page on our website.",2025-03-19T16:29:09.000+00:00,2,13136690 ; 13136691,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/dea968ad-5459-5953-9063-b21a770d9a62 ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/ff1dbe38-35b1-59bd-a0d4-a5948ddfb491,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/36369d37-e777-5463-9335-1a007ccc1ba7 ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/3f70d8d6-28d7-5bc5-bf7c-987cbfaeece8,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,,Unclassified,0.1664,unclassified,False,0.1664,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,241026938,3,Too long for short people,Too long for short people. Go with the cropped. If they ever restock it! Still waiting patiently lol. Nice but way too long it went past my hip. And not flattering.,2025-04-02T20:37:50.000+00:00,Vanessa A,False,False,Incentivized review,0,,True to size,,,8,8,0,[],Guest Education Centre (GEC),"We appreciate you taking the time to share your thoughts with us. Please know, we offer complimentary hemming at most stores and showrooms. Reach out to your local store to chat about what's possible for your gear.",2025-04-02T22:47:48.000+00:00,0,,,,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,AC,Trim,0.3039,sentence_transformer,True,0.3039,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,241031481,3,Too small,Echo other reviews - smaller than the Luon. Really disappointing. Had to go two sizes up to fit compared to both my usual size and the Luon jacket. Had to return twice to find a fit.,2025-04-03T00:42:49.000+00:00,maplegirl73,False,False,,0,,Runs small,,,12,8,0,[],Guest Education Centre (GEC),"Thanks for taking the time to share your review. We hear your thoughts regarding the Define Jacket Nulu fitting smaller than expected, and we truly appreciate you bringing this to our attention. Please know that your feedback helps us to continuously innovate our gear.",2025-04-03T13:03:07.000+00:00,0,,,,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,MD,Measurements,0.2373,sentence_transformer,True,0.2373,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,241186894,3,Soft Pink Nulu Jacket,Very pretty soft pink colour and love the gold zipper but the fabric is too thin and too lightweight.,2025-04-10T00:12:07.000+00:00,ccclark,False,False,Incentivized review,0,,True to size,,,,,0,[],,,,0,,,,,Fabric & Material Quality,Product material or durability concern affecting premium brand trust.,,,,Unclassified,0.218,unclassified,False,0.218,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,241309761,3,Not the colour it appears on website,Love the jacket. Hate the color.,2025-04-15T12:03:55.000+00:00,Nancy,False,False,Incentivized review,0,,True to size,,,8,8,0,[],,,,0,,,,,Color & Product Description,Mismatch between expectation and product presentation may reduce purchase confidence.,,,FD,Material,0.2765,sentence_transformer,True,0.2765,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,241342969,3,Runs Small,"After reading the reviews - Took a chance and sized up when ordering this, still didn’t fit. Love the color and style, just way too small. For reference - 36DD, Normally wear a 12 top in Lululemon, ordered a 14. No bueno. I would need this in a 16 for to wear a shirt underneath and it not look bunched up. If you plan on just wearing a sports bra underneath, it might be ok but still super fitted. Just not practical for me. Unfortunately, I’lll be returning.",2025-04-16T18:59:50.000+00:00,misty,False,False,,0,,Runs small,,,,12,0,[],Guest Education Centre (GEC),"Thanks for taking the time to share your thoughts on the Define Jacket Nulu. Our Product Experts are here to support you with finding a fit that works for you. Connect with them on our ""Contact Us"" page if you would like support?",2025-04-16T20:14:49.000+00:00,0,,,,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,,Unclassified,0.2096,unclassified,False,0.2096,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,241445026,3,A bit snug,"I purchased a 6 at 5’9 as I have similar build as the model, I liked the fit at first but the more I wear it I find it to be a bit restricting and snug, should’ve sized up to an 8.",2025-04-21T14:53:20.000+00:00,Christie,False,False,Incentivized review,0,,,,,6,6,0,[],,,,0,,,,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,,Unclassified,0.1921,unclassified,False,0.1921,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,241637459,3,It’s ok,The Nulu fabric is lighter and therefore not as warm as my previous Define jacket.,2025-04-30T00:15:53.000+00:00,Valb,False,False,Incentivized review,0,,Runs a bit large,,,12,,0,[],,,,0,,,,,Fabric & Material Quality,Product material or durability concern affecting premium brand trust.,,,FD,Material,0.2542,sentence_transformer,True,0.2542,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,241908045,3,Pilling/stitch unravling..,Love it but starting to pill after 2 weeks,2025-05-13T23:19:09.000+00:00,Cait99,False,False,Incentivized review,0,,,,,,,0,[],Guest Education Centre (GEC),"We appreciate you taking the time to share your feedback. We'd love to chat with you further to gather more information about the pilling of your Define Jacket Nulu. We'll be reaching out by email, so keep an eye on your inbox.",2025-05-14T00:06:37.000+00:00,0,,,,,Fabric & Material Quality,Product material or durability concern affecting premium brand trust.,,,SD,Construction,0.2855,sentence_transformer,True,0.2855,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,241935419,3,Wish it was a tad shorter,"Love the nulu, but not the fit. The jacket is way too long on my frame (5’3”)",2025-05-15T01:13:27.000+00:00,MJLulufanatic,False,False,Incentivized review,0,,True to size,,,6 and 8,6 or 8,0,[],Guest Education Centre (GEC),"Thanks for sharing your experience with the Define Jacket Nulu. If you’re after a shorter fit, the Define Cropped Jacket Nulu could be more your pace. To explore further or get your cart started, connect with a Product Expert through our 'Virtual Shopping' page.",2025-05-15T12:16:32.000+00:00,0,,,,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,,Unclassified,0.1784,unclassified,False,0.1784,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,241947734,3,What’s the reality behind the iconic define jacket,"It is a nice jacket but ive expected it to be more sweat-wicking as mentionned in the product description. It was in fact the main reason i was bying it. Also, the fabrication is too thin for the price. Otherwise, very nice and soft jacket, get it doesn’t really do the “snatched effect”",2025-05-15T17:38:38.000+00:00,Al Iul,False,False,Incentivized review,1,,True to size,,,8,6,0,[],,,,0,,,,,Fabric & Material Quality,Product material or durability concern affecting premium brand trust.,,,,Unclassified,0.2106,unclassified,False,0.2106,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,241962630,3,Flimsy material,"The sweater fits well, however the fabric is very delicate and I found that even after a few wears I had some pilling and it seems to catch on everything. Wouldn’t purchase in this material again.",2025-05-16T12:32:02.000+00:00,amacdonal19,False,False,,1,,True to size,,,4,4,0,[],Guest Education Centre (GEC),"Thanks for sharing your thoughts on the Define Jacket Nulu. We're glad to hear that you're liking the fit. In terms of the material, we're taking notes. With your input, we're able to continuously refine our gear. Quality is the heart of what we do, and we'd love to support you with a resolution. You’re more than welcome to stop by and chat with your local team about a possible resolution on the spot. Otherwise, feel free to visit our 'Quality Promise' page on our website.",2025-05-16T14:11:53.000+00:00,0,,,,,Fabric & Material Quality,Product material or durability concern affecting premium brand trust.,,,FD,Material,0.2666,sentence_transformer,True,0.2666,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,242006592,3,Zipper messed up,"I recently ordered the light ivory gold and spent $118 just for the zipper not even to be gold, it was like it was tarnished or something fresh out the bag and turning into bronze.",2025-05-18T15:08:49.000+00:00,jaylynn,False,False,,0,,True to size,,,4,4,0,[],Guest Education Centre (GEC),We understand you received a Define Jacket Nulu with a zipper colour that was less than ideal. We've just sent you an email to please respond to so we can continue this conversation.,2025-05-20T17:42:31.000+00:00,3,13770297 ; 13770298 ; 13770299,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/c5ab019a-ba1d-5ae4-b3a8-6c42241e51aa ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/b4f419f2-36b2-51e2-812a-16999b6fbeb7 ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/2693e2a0-bfe7-524e-8edb-c600bdb857de,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/7fa66e56-4e5d-5f70-9e08-960d5181208a ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/1e82eba7-d322-59ca-87e2-374f922ffa71 ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/959f307c-90bb-5b7f-82cf-55bec25179b9,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,FD,Material,0.2752,sentence_transformer,True,0.2752,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,242022788,3,In my next life I want to come back six feet tall!,"Looks Great, but Sleeves are a mile long and jacket is a bit tight, need larger sizes",2025-05-19T13:05:13.000+00:00,Large sized Linda,False,False,Incentivized review,0,,Runs a bit small,,,14,16,0,[],Guest Education Centre (GEC),"We hear your request for more sizes to be offered in the Define Jacket Nulu. Also, your feedback on the length of the sleeves is appreciated. We love hearing where we can optimize and improve our gear for a more comfortable and inclusive experience.",2025-05-19T15:32:50.000+00:00,0,,,,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,MD,Measurements,0.3138,sentence_transformer,True,0.3138,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,242106687,3,From merticulously detailted jacket to just nice,"Nice jacket, like the Nulu material but still missing other meticulous details from the older version jackets such as the back open vent , the detailed bar back waist enhancement and elbow seams etc ….",2025-05-22T16:14:04.000+00:00,KTNS,False,False,,0,,,,,,,0,[],Guest Education Centre (GEC),"Thanks for taking the time to share your experience with the Define Jacket Nulu. We hear your feedback about the details you loved about previous versions. Please know we value your thoughts, and your input is important to us, as we're always looking for ways to improve your experience and our designs.",2025-05-22T16:34:54.000+00:00,0,,,,,Fabric & Material Quality,Product material or durability concern affecting premium brand trust.,,,MD,Measurements,0.255,sentence_transformer,True,0.255,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,242280345,3,Colouring..,"Warm ash grey looks completely different in person, not what i expected. Looks like riverstone. Slight greeny-grey.",2025-05-30T02:27:25.000+00:00,hunt,False,False,,0,,True to size,,,10,10,0,[],,,,0,,,,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,FD,Material,0.3335,sentence_transformer,True,0.3335,2026-05-28T07:52:53.601508+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,242498775,3,Exchange Blunder,"I originally ordered a size 6 but found it too snug. I drove one hour to the Halifax Shoping centre store to arrange an exchange for a size 8. The store rep placed the order , but when it arrived, it was the short, waist length jacket I received. I don’t like it. It’s not what I ordered but it’s far too much effort to go through the same process again.",2025-06-08T12:44:53.000+00:00,Randi,False,False,,0,,,,,8,,0,[],Guest Education Centre (GEC),"Thanks for taking the time to share your review for the Define Jacket Nulu. We're so sorry to hear that there was an error with your store exchange, and we really appreciate you bringing this to our attention. We'd be happy to support you with an online return and placing a new order for the correct gear. You can reach out to us via Live Chat, or give us a call at 1.877.263.9300.",2025-06-08T14:36:28.000+00:00,0,,,,,Customer Service,Support or resolution issue affecting trust and loyalty.,,,MD,Measurements,0.2749,sentence_transformer,True,0.2749,2026-05-28T07:52:53.600536+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,242938488,3,Didn't like the shiny and rough silver zipper,"I purchased the Navy Blue and liked the jacket - but just didn't like the shiny and rough silver zipper. Additionally, I found that it runs terrible small. I usually wear a size 6 in most brands, but needed a size 12 to get a nice fit in the arms and torso. I ended up returning this one and purchased the Black Hoodie version - and I really like that much better.",2025-06-28T17:42:55.000+00:00,Eclair,False,False,,0,,,,,Upsized 3 sizes and purchased a 12,6,0,[],Guest Education Centre (GEC),Thank you for sharing this feedback on the Define Jacket. Your feedback helps us to evolve and further improve our gear.,2025-06-28T19:53:32.000+00:00,0,,,,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,,Unclassified,0.204,unclassified,False,0.204,2026-05-28T07:52:53.600536+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,242996553,3,"Great color, fit and quality not so great.","The color is perfect, but the jacket had some fraying by the zipper, which was disappointing considering the price of this brand new item. It also seems a bit small and snug, when this size has been ordered in the past.",2025-07-01T01:15:28.000+00:00,DavisinIndy54,False,False,,0,,Runs a bit small,,,4,4,0,[],Guest Education Centre (GEC),"Thanks for sharing your experience with the Define Jacket. It's great to hear that the colour is working out perfectly for you. In terms of the fit and zipper, we're all ears. With your input, we're able to continuously improve our gear. You’re more than welcome to stop by and chat with your local team about a possible resolution on the spot. Otherwise, feel free to check out our 'Quality Promise' page to get started with next steps.",2025-07-01T12:18:59.000+00:00,0,,,,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,FD,Material,0.2829,sentence_transformer,True,0.2829,2026-05-28T07:52:53.600536+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,243450895,3,Cool colours for a define jacket but lacking,I liked this define jacket but I felt it fell short of the “wow” factor. The zipper was kind of “meh” which brought the entire look down for me. Perhaps if it was a fancy silver zipper it could have been more elevated especially due to the high price tag. I returned it.,2025-07-22T03:21:56.000+00:00,teacherglee2023,False,False,,0,,Runs a bit small,,,,8,0,[],,,,0,,,,,Zipper Issues,Functional closure failure suggests a product reliability risk.,,,FD,Material,0.2803,sentence_transformer,True,0.2803,2026-05-28T07:52:53.600536+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,243920076,3,Material change,Something is different about the material on the mystic define jacket. It feels a lot thicker material and not like the regular nulu material. Very upset!,2025-08-10T15:07:06.000+00:00,leetay,False,False,,0,,True to size,,,6,6,0,[],,,,0,,,,,Fabric & Material Quality,Product material or durability concern affecting premium brand trust.,,,FD,Material,0.2777,sentence_transformer,True,0.2777,2026-05-28T07:52:53.600536+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,244039394,3,Vastly different shade than advertised online,"Just here to let online shoppers know that the denim twill you see in the photos versus the actual color are VASTLY different. I had to ask if they had this shade in store because I didn’t see it right in front of my face. It’s much more muted with a grayish undertone, than the bright blue you see here. It’s still pretty, but I didn’t buy it for that reason. Four employees agreed when looking at the online pics and the actual shade, that the pics are not an accurate representation.",2025-08-15T17:21:28.000+00:00,eeh33,False,False,,1,,True to size,,,,10,0,[],Guest Education Centre (GEC),Thank you for sharing this feedback on the Define Jacket. Your feedback helps us to evolve and further improve our gear.,2025-08-15T18:00:56.000+00:00,0,,,,,Color & Product Description,Mismatch between expectation and product presentation may reduce purchase confidence.,,,,Unclassified,0.216,unclassified,False,0.216,2026-05-28T07:52:53.600536+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,244160028,3,Jacket material changed,"I have two of the same jackets in different colors that I’ve purchased in the last two years, and the difference in quality was noticeable. The material around the waist is very thin so I felt like it was borderline see-through and you could see the texture of the shirt I was wearing under.",2025-08-20T20:18:10.000+00:00,,False,False,,0,,True to size,,,10,10,0,[],Guest Education Centre (GEC),"We appreciate you sharing your feedback on the Define Jacket. We’re sorry to hear the fit and feel of your recent purchase didn’t match your past experience. Your insights help us as we continuously innovate our designs, and we’d like to support you further.",2025-08-20T21:10:18.000+00:00,0,,,,,Fabric & Material Quality,Product material or durability concern affecting premium brand trust.,,,FD,Material,0.2803,sentence_transformer,True,0.2803,2026-05-28T07:52:53.600536+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,244341770,3,Different Fit,I have many of these jackets. This one is a very dull blue gray. It runs smaller than other Define jackets I have recently purchased in the same size. The fabric is very nice.,2025-08-29T19:39:18.000+00:00,carolk,False,False,,0,,Runs small,,,14,14,0,[],,,,0,,,,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,MD,Measurements,0.2379,sentence_transformer,True,0.2379,2026-05-28T07:52:53.600536+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,244350601,3,jacket,the color wasn’t what i expected,2025-08-30T08:54:21.000+00:00,,False,False,,0,,Runs a bit large,,,,8,0,[],,,,0,,,,,Color & Product Description,Mismatch between expectation and product presentation may reduce purchase confidence.,,,FD,Material,0.2976,sentence_transformer,True,0.2976,2026-05-28T07:52:53.600536+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,244511350,3,Do not buy mauve grey color,Washed one time and it starts to unraveling from left side arm fit..,2025-09-07T06:01:08.000+00:00,,False,False,,0,,True to size,,,4,4,0,[],Guest Education Centre (GEC),"Thanks for reaching out and providing this feedback for us. We'd love to chat with you further to gather more information about your Define Jacket. We'll be reaching out by email, so keep an eye on your inbox.",2025-09-07T12:36:22.000+00:00,0,,,,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,FD,Material,0.3848,sentence_transformer,True,0.3848,2026-05-28T07:52:53.600536+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,244602976,3,Runs smaller than previous models,"I have some define jackets from the years in a size 4, I even tried it on to compare and the current size 8 fits like the old 4.",2025-09-11T20:47:41.000+00:00,katie,False,False,,0,,Runs small,,,8,4,0,[],Guest Education Centre (GEC),We appreciate your feedback about the fit and sizing of the Define Jacket. Please know we always value your thoughts so we can continue to evolve and provide the best experience for you.,2025-09-11T22:21:07.000+00:00,0,,,,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,,Unclassified,0.2198,unclassified,False,0.2198,2026-05-28T07:52:53.600536+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,244614191,3,Does the jacket really exis Is it in stock or not?,The most frustrating purchase I’ve ever made from Lululemon. I purchased online and LOVED IT….. but had the wrong size….. went to exchange it and it was out of stock. I went to the store to see if they had it in my size….. I was told they no longer make it so she talked me into buying a different style. About two weeks later I get an email saying good news. The jacket is now back in stock… would you like to order!!!! UGH!!!!! Let’s get on the same page….. had I known the jacket was coming back in stock. I certainly would’ve waited.,2025-09-12T14:35:37.000+00:00,,False,False,,0,,Runs a bit small,,,Med needed large,Sometimes,0,[],,,,0,,,,,Customer Service,Support or resolution issue affecting trust and loyalty.,,,,Unclassified,0.1718,unclassified,False,0.1718,2026-05-28T07:52:53.600536+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,245062251,3,Tight!,"I’m 5’8, 124 lbs, 36A, and normally wear size 6 in tops. I bought a size 6 and a size 8, and still need to go up a size to zipper the jacket up and breathe! I wear a long sleeve lululemon swiftly top underneath.",2025-10-05T20:36:03.000+00:00,,False,False,,0,,Runs small,,,8,6,0,[],,,,0,,,,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,MD,Measurements,0.2996,sentence_transformer,True,0.2996,2026-05-28T07:52:53.600536+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,245080541,3,Disproportionate sizing,Way too tight. It is my normal Lululemon size but this is too tight and too long.,2025-10-06T22:18:22.000+00:00,,False,False,,0,,,,,6,6,0,[],,,,0,,,,,Sizing & Fit,Fit expectation mismatch that may increase return risk.,,,MD,Measurements,0.3456,sentence_transformer,True,0.3456,2026-05-28T07:52:53.600536+00:00
Define Jacket Nulu,define_jacket_nulu,Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,Jackets,245483607,3,Define Jacket,"It's cute, but on my first wear I started to notice the seams pulling and ripping in many places.",2025-10-27T16:04:58.000+00:00,,False,False,,0,,,,,,,0,[],Guest Education Centre (GEC),"We’re sorry to hear the seams didn’t hold up as expected on your first wear. Your feedback on durability is really important, and we’ll be sharing it with our product team to help improve construction and quality for future designs.",2025-10-27T23:37:41.000+00:00,0,,,,,Stitching & Construction,Construction quality issue may undermine perceived craftsmanship.,,,SD,Construction,0.3194,sentence_transformer,True,0.3194,2026-05-28T07:52:53.600536+00:00
